query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	intersection
CD4 Teff	TRUE	0.03859509517626507	135	174	18	0.10344827586206896	0.13333333333333333	GO:0098857	GO:CC	membrane microdomain	4972	3296	Ahnak,S100a10,Cd4,Cd28,Iqgap1,Atp2b1,Anxa2,Cd2,Myadm,Thy1,Ctsd,Capn2,Slc2a3,Actb,Atp2b4,Pgk1,Lcp2,Ctnna1
CD4 Teff	TRUE	0.042176900166503085	211	174	23	0.13218390804597702	0.10900473933649289	GO:2000147	GO:BP	positive regulation of cell motility	4972	26562	Lgals3,S100a11,Ifng,Iqgap1,Anxa1,Csf1,Myadm,Thy1,Ccr2,Adam8,Cd47,Slamf1,Tmsb4x,Actg1,Dock8,Gata3,Spn,Coro1a,Arpc2,Cdc42,Pfn1,Cfl1,Rac2
CD4 Teff	TRUE	0.04354681404295407	96	174	15	0.08620689655172414	0.15625	GO:0002285	GO:BP	lymphocyte activation involved in immune response	4972	831	Lgals1,Ifng,Cd28,Anxa1,Ccr2,Ndfip1,Cd40lg,Rora,Tbx21,Lcp1,Itgal,Gata3,Fgl2,Spn,Coro1a
CD4 Teff	TRUE	0.04807893914846523	483	174	38	0.21839080459770116	0.07867494824016563	GO:2000026	GO:BP	regulation of multicellular organismal development	4972	26446	Vim,S100a10,Ifng,Id2,Cd4,Maf,Rbpj,Cd28,Bhlhe40,Atp2b1,Anxa1,Anxa2,Rgcc,Csf1,Klf4,Thy1,Tnfsf11,Ccr2,Runx2,Ndfip1,Cd40lg,Adam8,Ctla4,Il2ra,Actb,Zeb2,Atp2b4,Tbx21,Cdk6,Pgk1,Nptn,Gata3,Srgn,Fgl2,Trpv2,Cxcr3,Ctnna1,Cfl1
CD4 naive	TRUE	2.3843305727529478e-4	75	32	6	0.1875	0.08	WP:WP163	WP	Cytoplasmic ribosomal proteins	4972	110	Rps29,Rpl7,Rps24,Rps8,Rps15,Rps16
CD4 naive	TRUE	0.03361496167190248	83	32	7	0.21875	0.08433734939759036	REAC:R-MMU-1799339	REAC	SRP-dependent cotranslational protein targeting to membrane	4972	1334	Rpl5,Rps29,Rpl7,Rps24,Rps8,Rps15,Rps16
CD4 naive	TRUE	0.039607633310776845	85	32	7	0.21875	0.08235294117647059	REAC:R-MMU-975956	REAC	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	4972	938	Rpl5,Rps29,Rpl7,Rps24,Rps8,Rps15,Rps16
CD8 Teff	TRUE	1.8370141167218484e-5	233	31	13	0.41935483870967744	0.055793991416309016	GO:0009986	GO:CC	cell surface	4972	663	Cd8b1,Klrc1,Ly6c2,Cd8a,Lgals1,Itgb1,Fasl,Klrc2,Ccr2,Hcst,Ccr5,H2-Q7,S100a10
CD8 Teff	TRUE	2.9510208942159697e-5	242	31	13	0.41935483870967744	0.05371900826446281	GO:0005615	GO:CC	extracellular space	4972	232	Gzma,Ccl5,Gzmb,Ccl4,Lgals1,Prf1,Ctsd,Ctsw,Fasl,S100a4,H2-Q7,S100a10,Ahnak
CD8 Teff	TRUE	5.122472964773894e-4	305	31	13	0.41935483870967744	0.04262295081967213	GO:0005576	GO:CC	extracellular region	4972	198	Gzma,Ccl5,Gzmb,Ccl4,Lgals1,Prf1,Ctsd,Ctsw,Fasl,S100a4,H2-Q7,S100a10,Ahnak
CD8 Teff	TRUE	0.0010606721043964393	117	31	9	0.2903225806451613	0.07692307692307693	GO:0009897	GO:CC	external side of plasma membrane	4972	656	Cd8b1,Klrc1,Cd8a,Itgb1,Fasl,Klrc2,Ccr2,Ccr5,H2-Q7
CD8 Teff	TRUE	0.004407989917677915	16	31	3	0.0967741935483871	0.1875	WP:WP3632	WP	Lung fibrosis	4972	19	Ccl5,Ccl4,Ccr2
CD8 Teff	TRUE	0.008219013042943512	22	31	5	0.16129032258064516	0.22727272727272727	KEGG:05332	KEGG	Graft-versus-host disease	4972	480	Gzmb,Klrc1,Prf1,Fasl,H2-Q7
CD8 Teff	TRUE	0.014216166610982415	209	31	10	0.3225806451612903	0.04784688995215311	GO:0098552	GO:CC	side of membrane	4972	3195	Cd8b1,Klrc1,Cd8a,Itgb1,S100a6,Fasl,Klrc2,Ccr2,Ccr5,H2-Q7
CD8 Teff	TRUE	0.01890416945582763	79	31	7	0.22580645161290322	0.08860759493670886	KEGG:04210	KEGG	Apoptosis	4972	281	Gzmb,Prf1,Bcl2a1b,Ctsd,Ctsw,Fasl,Actb
CD8 Teff	TRUE	0.039838314860928536	88	31	7	0.22580645161290322	0.07954545454545454	GO:0001906	GO:BP	cell killing	4972	535	Gzma,Gzmb,Klrc1,Prf1,Klrc2,Ccr5,H2-Q7
CD8 naive	TRUE	7.260506226028972e-102	75	119	65	0.5462184873949579	0.8666666666666667	WP:WP163	WP	Cytoplasmic ribosomal proteins	4972	110	Rps20,Rplp1,Rpl12,Rps24,Rps28,Rpl13,Rps19,Rps7,Rps18,Rps10,Rps15a,Rps29,Rpl39,Rps12,Rps5,Rps16,Rps26,Rpl10a,Rpl38,Rps27a,Rpl28,Rpsa,Rpl18a,Rpl32,Rps21,Rps3,Rps6,Rpl23a,Rps8,Rps17,Rpl17,Rpl27a,Rplp0,Rpl37,Rps15,Rps2,Rpl3,Rps3a1,Rpl26,Rpl18,Rpl37a,Rpl8,Rpl22,Rps14,Rpl35a,Rpl21,Rpl15,Rps4x,Rpl36,Rps23,Rps13,Rpl30,Rpl41,Rpl9,Rpl4,Rpl34,Rpl31,Rpl6,Rpl13a,Rps25,Rpl19,Rpl11,Fau,Rpl7,Rpl7a
CD8 naive	TRUE	2.807212311308173e-90	116	119	71	0.5966386554621849	0.6120689655172413	KEGG:03010	KEGG	Ribosome	4972	208	Rps20,Rplp1,Rpl12,Rps24,Rps28,Rpl13,Rps19,Rps7,Rps18,Rpl23,Rps10,Rps15a,Rps29,Rpl39,Rplp2,Rps12,Rps9,Rps5,Rps16,Rps26,Rpl10a,Rpl38,Rps27a,Rpl28,Rpsa,Rpl18a,Rpl32,Rps21,Rpl22l1,Rps3,Rps6,Rpl23a,Rpl5,Rps8,Rps17,Rpl17,Rpl27a,Rplp0,Rpl37,Rps15,Rps2,Rpl3,Rps3a1,Rpl26,Rpl18,Rpl37a,Rpl8,Rpl22,Rps14,Rpl35a,Rpl21,Rpl15,Rps4x,Rpl36,Rps23,Rps13,Rpl30,Rpl41,Rpl9,Rpl4,Rpl34,Rpl31,Rpl6,Rpl13a,Rps25,Rpl14,Rpl19,Rpl11,Fau,Rpl7,Rpl7a
CD8 naive	TRUE	2.633577470558888e-89	98	119	67	0.5630252100840336	0.6836734693877551	GO:0022626	GO:CC	cytosolic ribosome	4972	860	Rps20,Rplp1,Rpl12,Rps24,Rps28,Rpl13,Rps19,Rps7,Rps18,Rpl23,Rps10,Rps15a,Rps29,Rpl39,Rplp2,Rps12,Rps9,Rps16,Rps26,Rpl10a,Rpl38,Rps27a,Rpl28,Rpsa,Rpl18a,Rpl32,Rps21,Rps3,Rps6,Rpl23a,Rpl5,Rps8,Rps17,Rpl27a,Rplp0,Rpl37,Rps15,Rps2,Rpl3,Rps3a1,Rpl26,Rpl18,Rpl37a,Rpl8,Rpl22,Rps14,Rpl35a,Rpl21,Rpl15,Rps4x,Rps23,Rps13,Rpl30,Rpl41,Rpl9,Rpl4,Rpl34,Rpl31,Rpl6,Rpl13a,Rps25,Rpl14,Rpl19,Eef1a1,Rpl11,Rpl7,Rpl7a
CD8 naive	TRUE	4.984617386936155e-88	83	119	63	0.5294117647058824	0.7590361445783133	REAC:R-MMU-1799339	REAC	SRP-dependent cotranslational protein targeting to membrane	4972	1334	Rps20,Rplp1,Rpl12,Rps24,Rps28,Rpl13,Rps19,Rps7,Rps18,Rpl23,Rps10,Rps15a,Rps29,Rpl39,Rplp2,Rps12,Rps9,Rps16,Rps26,Rpl38,Rpl28,Rpsa,Rpl18a,Rpl32,Rps21,Rpl22l1,Rps3,Rps6,Rpl23a,Rpl5,Rps8,Rps17,Rpl27a,Rplp0,Rpl37,Rps15,Rps2,Rpl3,Rps3a1,Rpl26,Rpl18,Rpl37a,Rpl8,Rpl22,Rps14,Rpl35a,Rpl21,Rpl15,Rps4x,Rps23,Rps13,Rpl30,Rpl9,Rpl4,Rpl34,Rpl31,Rpl6,Rpl13a,Rps25,Rpl14,Rpl19,Rpl11,Rpl7
CD8 naive	TRUE	7.530763752470797e-87	85	119	63	0.5294117647058824	0.7411764705882353	REAC:R-MMU-975956	REAC	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	4972	938	Rps20,Rplp1,Rpl12,Rps24,Rps28,Rpl13,Rps19,Rps7,Rps18,Rpl23,Rps10,Rps15a,Rps29,Rpl39,Rplp2,Rps12,Rps9,Rps16,Rps26,Rpl38,Rpl28,Rpsa,Rpl18a,Rpl32,Rps21,Rpl22l1,Rps3,Rps6,Rpl23a,Rpl5,Rps8,Rps17,Rpl27a,Rplp0,Rpl37,Rps15,Rps2,Rpl3,Rps3a1,Rpl26,Rpl18,Rpl37a,Rpl8,Rpl22,Rps14,Rpl35a,Rpl21,Rpl15,Rps4x,Rps23,Rps13,Rpl30,Rpl9,Rpl4,Rpl34,Rpl31,Rpl6,Rpl13a,Rps25,Rpl14,Rpl19,Rpl11,Rpl7
CD8 naive	TRUE	4.0228824734363724e-85	130	119	71	0.5966386554621849	0.5461538461538461	KEGG:05171	KEGG	Coronavirus disease - COVID-19	4972	445	Rps20,Rplp1,Rpl12,Rps24,Rps28,Rpl13,Rps19,Rps7,Rps18,Rpl23,Rps10,Rps15a,Rps29,Rpl39,Rplp2,Rps12,Rps9,Rps5,Rps16,Rps26,Rpl10a,Rpl38,Rps27a,Rpl28,Rpsa,Rpl18a,Rpl32,Rps21,Rpl22l1,Rps3,Rps6,Rpl23a,Rpl5,Rps8,Rps17,Rpl17,Rpl27a,Rplp0,Rpl37,Rps15,Rps2,Rpl3,Rps3a1,Rpl26,Rpl18,Rpl37a,Rpl8,Rpl22,Rps14,Rpl35a,Rpl21,Rpl15,Rps4x,Rpl36,Rps23,Rps13,Rpl30,Rpl41,Rpl9,Rpl4,Rpl34,Rpl31,Rpl6,Rpl13a,Rps25,Rpl14,Rpl19,Rpl11,Fau,Rpl7,Rpl7a
CD8 naive	TRUE	3.608287602326239e-83	136	119	71	0.5966386554621849	0.5220588235294118	GO:0003735	GO:MF	structural constituent of ribosome	4972	353	Rps20,Rplp1,Rpl12,Rps24,Rps28,Rpl13,Rps19,Rps7,Rps18,Rpl23,Rps10,Rps15a,Rps29,Rpl39,Rplp2,Rps12,Rps9,Rps5,Rps16,Rps26,Rpl10a,Rpl38,Rps27a,Rpl28,Rpsa,Rpl18a,Rpl32,Rps21,Rpl22l1,Rps3,Rps6,Rpl23a,Rpl5,Rps8,Rps17,Rpl17,Rpl27a,Rplp0,Rpl37,Rps15,Rps2,Rpl3,Rps3a1,Rpl26,Rpl18,Rpl37a,Rpl8,Rpl22,Rps14,Rpl35a,Rpl21,Rpl15,Rps4x,Rpl36,Rps23,Rps13,Rpl30,Rpl41,Rpl9,Rpl4,Rpl34,Rpl31,Rpl6,Rpl13a,Rps25,Rpl14,Rpl19,Rpl11,Fau,Rpl7,Rpl7a
CD8 naive	TRUE	1.1966167114514117e-82	93	119	63	0.5294117647058824	0.6774193548387096	REAC:R-MMU-72689	REAC	Formation of a pool of free 40S subunits	4972	508	Rps20,Rplp1,Rpl12,Rps24,Rps28,Rpl13,Rps19,Rps7,Rps18,Rpl23,Rps10,Rps15a,Rps29,Rpl39,Rplp2,Rps12,Rps9,Rps16,Rps26,Rpl38,Rpl28,Rpsa,Rpl18a,Rpl32,Rps21,Rpl22l1,Rps3,Rps6,Rpl23a,Rpl5,Rps8,Rps17,Rpl27a,Rplp0,Rpl37,Rps15,Rps2,Rpl3,Rps3a1,Rpl26,Rpl18,Rpl37a,Rpl8,Rpl22,Rps14,Rpl35a,Rpl21,Rpl15,Rps4x,Rps23,Rps13,Rpl30,Rpl9,Rpl4,Rpl34,Rpl31,Rpl6,Rpl13a,Rps25,Rpl14,Rpl19,Rpl11,Rpl7
CD8 naive	TRUE	1.167526732957212e-78	102	119	63	0.5294117647058824	0.6176470588235294	REAC:R-MMU-975957	REAC	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	4972	937	Rps20,Rplp1,Rpl12,Rps24,Rps28,Rpl13,Rps19,Rps7,Rps18,Rpl23,Rps10,Rps15a,Rps29,Rpl39,Rplp2,Rps12,Rps9,Rps16,Rps26,Rpl38,Rpl28,Rpsa,Rpl18a,Rpl32,Rps21,Rpl22l1,Rps3,Rps6,Rpl23a,Rpl5,Rps8,Rps17,Rpl27a,Rplp0,Rpl37,Rps15,Rps2,Rpl3,Rps3a1,Rpl26,Rpl18,Rpl37a,Rpl8,Rpl22,Rps14,Rpl35a,Rpl21,Rpl15,Rps4x,Rps23,Rps13,Rpl30,Rpl9,Rpl4,Rpl34,Rpl31,Rpl6,Rpl13a,Rps25,Rpl14,Rpl19,Rpl11,Rpl7
CD8 naive	TRUE	1.167526732957212e-78	102	119	63	0.5294117647058824	0.6176470588235294	REAC:R-MMU-927802	REAC	Nonsense-Mediated Decay (NMD)	4972	939	Rps20,Rplp1,Rpl12,Rps24,Rps28,Rpl13,Rps19,Rps7,Rps18,Rpl23,Rps10,Rps15a,Rps29,Rpl39,Rplp2,Rps12,Rps9,Rps16,Rps26,Rpl38,Rpl28,Rpsa,Rpl18a,Rpl32,Rps21,Rpl22l1,Rps3,Rps6,Rpl23a,Rpl5,Rps8,Rps17,Rpl27a,Rplp0,Rpl37,Rps15,Rps2,Rpl3,Rps3a1,Rpl26,Rpl18,Rpl37a,Rpl8,Rpl22,Rps14,Rpl35a,Rpl21,Rpl15,Rps4x,Rps23,Rps13,Rpl30,Rpl9,Rpl4,Rpl34,Rpl31,Rpl6,Rpl13a,Rps25,Rpl14,Rpl19,Rpl11,Rpl7
CD8 naive	TRUE	2.9723591989676867e-78	103	119	63	0.5294117647058824	0.6116504854368932	REAC:R-MMU-156827	REAC	L13a-mediated translational silencing of Ceruloplasmin expression	4972	753	Rps20,Rplp1,Rpl12,Rps24,Rps28,Rpl13,Rps19,Rps7,Rps18,Rpl23,Rps10,Rps15a,Rps29,Rpl39,Rplp2,Rps12,Rps9,Rps16,Rps26,Rpl38,Rpl28,Rpsa,Rpl18a,Rpl32,Rps21,Rpl22l1,Rps3,Rps6,Rpl23a,Rpl5,Rps8,Rps17,Rpl27a,Rplp0,Rpl37,Rps15,Rps2,Rpl3,Rps3a1,Rpl26,Rpl18,Rpl37a,Rpl8,Rpl22,Rps14,Rpl35a,Rpl21,Rpl15,Rps4x,Rps23,Rps13,Rpl30,Rpl9,Rpl4,Rpl34,Rpl31,Rpl6,Rpl13a,Rps25,Rpl14,Rpl19,Rpl11,Rpl7
CD8 naive	TRUE	4.772074677004197e-78	177	119	74	0.6218487394957983	0.4180790960451977	GO:0005840	GO:CC	ribosome	4972	389	Rps20,Rplp1,Rpl12,Rps24,Rps28,Rpl13,Rps19,Rps7,Rps18,Rpl23,Rps10,Rps15a,Rps29,Rpl39,Rplp2,Rps12,Rps9,Rps5,Rps16,Rps26,Rpl10a,Rpl38,Rps27a,Rpl28,Rpsa,Rpl18a,Rpl32,Rps21,Rpl22l1,Rps3,Rps6,Rpl23a,Rpl5,Rps8,Rps17,Rpl17,Rpl27a,Rplp0,Rpl37,Rps15,Rps2,Rack1,Rpl3,Rps3a1,Rpl26,Rpl18,Rpl37a,Rpl8,Rpl22,Rps14,Npm1,Rpl35a,Rpl21,Rpl15,Rps4x,Rpl36,Rps23,Rps13,Rpl30,Rpl41,Rpl9,Rpl4,Rpl34,Rpl31,Rpl6,Rpl13a,Rps25,Rpl14,Rpl19,Eef1a1,Rpl11,Fau,Rpl7,Rpl7a
CD8 naive	TRUE	6.11683987096863e-78	127	119	67	0.5630252100840336	0.5275590551181102	GO:0002181	GO:BP	cytoplasmic translation	4972	742	Rps20,Rplp1,Rpl12,Rps24,Rps28,Rpl13,Rps19,Rps7,Rps18,Rpl23,Rps10,Rps15a,Rps29,Rpl39,Rplp2,Rps12,Rps9,Rps16,Rps26,Rpl10a,Rpl38,Rps27a,Rpl28,Rpsa,Rpl18a,Rpl32,Rps21,Rpl22l1,Rps3,Rps6,Rpl23a,Rpl5,Rps8,Rps17,Rpl27a,Rplp0,Rpl37,Rps15,Rps2,Rpl3,Rps3a1,Rpl26,Rpl18,Rpl37a,Rpl8,Rpl22,Rps14,Rpl35a,Rpl21,Rpl15,Rps4x,Rps23,Rps13,Rpl30,Rpl41,Rpl9,Rpl4,Rpl34,Rpl31,Rpl6,Rpl13a,Rps25,Rpl14,Rpl19,Rpl11,Rpl7,Rpl7a
CD8 naive	TRUE	7.454302412967124e-78	104	119	63	0.5294117647058824	0.6057692307692307	REAC:R-MMU-72706	REAC	GTP hydrolysis and joining of the 60S ribosomal subunit	4972	565	Rps20,Rplp1,Rpl12,Rps24,Rps28,Rpl13,Rps19,Rps7,Rps18,Rpl23,Rps10,Rps15a,Rps29,Rpl39,Rplp2,Rps12,Rps9,Rps16,Rps26,Rpl38,Rpl28,Rpsa,Rpl18a,Rpl32,Rps21,Rpl22l1,Rps3,Rps6,Rpl23a,Rpl5,Rps8,Rps17,Rpl27a,Rplp0,Rpl37,Rps15,Rps2,Rpl3,Rps3a1,Rpl26,Rpl18,Rpl37a,Rpl8,Rpl22,Rps14,Rpl35a,Rpl21,Rpl15,Rps4x,Rps23,Rps13,Rpl30,Rpl9,Rpl4,Rpl34,Rpl31,Rpl6,Rpl13a,Rps25,Rpl14,Rpl19,Rpl11,Rpl7
CD8 naive	TRUE	4.490491933471142e-77	106	119	63	0.5294117647058824	0.5943396226415094	REAC:R-MMU-72737	REAC	Cap-dependent Translation Initiation	4972	236	Rps20,Rplp1,Rpl12,Rps24,Rps28,Rpl13,Rps19,Rps7,Rps18,Rpl23,Rps10,Rps15a,Rps29,Rpl39,Rplp2,Rps12,Rps9,Rps16,Rps26,Rpl38,Rpl28,Rpsa,Rpl18a,Rpl32,Rps21,Rpl22l1,Rps3,Rps6,Rpl23a,Rpl5,Rps8,Rps17,Rpl27a,Rplp0,Rpl37,Rps15,Rps2,Rpl3,Rps3a1,Rpl26,Rpl18,Rpl37a,Rpl8,Rpl22,Rps14,Rpl35a,Rpl21,Rpl15,Rps4x,Rps23,Rps13,Rpl30,Rpl9,Rpl4,Rpl34,Rpl31,Rpl6,Rpl13a,Rps25,Rpl14,Rpl19,Rpl11,Rpl7
CD8 naive	TRUE	4.490491933471142e-77	106	119	63	0.5294117647058824	0.5943396226415094	REAC:R-MMU-72613	REAC	Eukaryotic Translation Initiation	4972	453	Rps20,Rplp1,Rpl12,Rps24,Rps28,Rpl13,Rps19,Rps7,Rps18,Rpl23,Rps10,Rps15a,Rps29,Rpl39,Rplp2,Rps12,Rps9,Rps16,Rps26,Rpl38,Rpl28,Rpsa,Rpl18a,Rpl32,Rps21,Rpl22l1,Rps3,Rps6,Rpl23a,Rpl5,Rps8,Rps17,Rpl27a,Rplp0,Rpl37,Rps15,Rps2,Rpl3,Rps3a1,Rpl26,Rpl18,Rpl37a,Rpl8,Rpl22,Rps14,Rpl35a,Rpl21,Rpl15,Rps4x,Rps23,Rps13,Rpl30,Rpl9,Rpl4,Rpl34,Rpl31,Rpl6,Rpl13a,Rps25,Rpl14,Rpl19,Rpl11,Rpl7
CD8 naive	TRUE	7.225469796986953e-77	151	119	70	0.5882352941176471	0.46357615894039733	GO:0044391	GO:CC	ribosomal subunit	4972	2081	Rps20,Rplp1,Rpl12,Rps24,Rps28,Rpl13,Rps19,Rps7,Rps18,Rpl23,Rps10,Rps15a,Rps29,Rpl39,Rplp2,Rps12,Rps9,Rps5,Rps16,Rps26,Rpl10a,Rpl38,Rps27a,Rpl28,Rpsa,Rpl18a,Rpl32,Rps21,Rps3,Rps6,Rpl23a,Rpl5,Rps8,Rps17,Rpl17,Rpl27a,Rplp0,Rpl37,Rps15,Rps2,Rack1,Rpl3,Rps3a1,Rpl26,Rpl18,Rpl37a,Rpl8,Rpl22,Rps14,Npm1,Rpl35a,Rpl21,Rpl15,Rps4x,Rps23,Rps13,Rpl30,Rpl41,Rpl9,Rpl4,Rpl34,Rpl31,Rpl6,Rpl13a,Rps25,Rpl14,Rpl19,Rpl11,Rpl7,Rpl7a
CD8 naive	TRUE	6.076999388783092e-69	131	119	63	0.5294117647058824	0.48091603053435117	REAC:R-MMU-72312	REAC	rRNA processing	4972	1721	Rps20,Rplp1,Rpl12,Rps24,Rps28,Rpl13,Rps19,Rps7,Rps18,Rpl23,Rps10,Rps15a,Rps29,Rpl39,Rplp2,Rps12,Rps9,Rps16,Rps26,Rpl38,Rpl28,Rpsa,Rpl18a,Rpl32,Rps21,Rpl22l1,Rps3,Rps6,Rpl23a,Rpl5,Rps8,Rps17,Rpl27a,Rplp0,Rpl37,Rps15,Rps2,Rpl3,Rps3a1,Rpl26,Rpl18,Rpl37a,Rpl8,Rpl22,Rps14,Rpl35a,Rpl21,Rpl15,Rps4x,Rps23,Rps13,Rpl30,Rpl9,Rpl4,Rpl34,Rpl31,Rpl6,Rpl13a,Rps25,Rpl14,Rpl19,Rpl11,Rpl7
CD8 naive	TRUE	6.076999388783092e-69	131	119	63	0.5294117647058824	0.48091603053435117	REAC:R-MMU-8868773	REAC	rRNA processing in the nucleus and cytosol	4972	1722	Rps20,Rplp1,Rpl12,Rps24,Rps28,Rpl13,Rps19,Rps7,Rps18,Rpl23,Rps10,Rps15a,Rps29,Rpl39,Rplp2,Rps12,Rps9,Rps16,Rps26,Rpl38,Rpl28,Rpsa,Rpl18a,Rpl32,Rps21,Rpl22l1,Rps3,Rps6,Rpl23a,Rpl5,Rps8,Rps17,Rpl27a,Rplp0,Rpl37,Rps15,Rps2,Rpl3,Rps3a1,Rpl26,Rpl18,Rpl37a,Rpl8,Rpl22,Rps14,Rpl35a,Rpl21,Rpl15,Rps4x,Rps23,Rps13,Rpl30,Rpl9,Rpl4,Rpl34,Rpl31,Rpl6,Rpl13a,Rps25,Rpl14,Rpl19,Rpl11,Rpl7
CD8 naive	TRUE	6.076999388783092e-69	131	119	63	0.5294117647058824	0.48091603053435117	REAC:R-MMU-6791226	REAC	Major pathway of rRNA processing in the nucleolus and cytosol	4972	800	Rps20,Rplp1,Rpl12,Rps24,Rps28,Rpl13,Rps19,Rps7,Rps18,Rpl23,Rps10,Rps15a,Rps29,Rpl39,Rplp2,Rps12,Rps9,Rps16,Rps26,Rpl38,Rpl28,Rpsa,Rpl18a,Rpl32,Rps21,Rpl22l1,Rps3,Rps6,Rpl23a,Rpl5,Rps8,Rps17,Rpl27a,Rplp0,Rpl37,Rps15,Rps2,Rpl3,Rps3a1,Rpl26,Rpl18,Rpl37a,Rpl8,Rpl22,Rps14,Rpl35a,Rpl21,Rpl15,Rps4x,Rps23,Rps13,Rpl30,Rpl9,Rpl4,Rpl34,Rpl31,Rpl6,Rpl13a,Rps25,Rpl14,Rpl19,Rpl11,Rpl7
CD8 naive	TRUE	1.1689078307788377e-64	172	119	66	0.5546218487394958	0.38372093023255816	REAC:R-MMU-72766	REAC	Translation	4972	1608	Rps20,Rplp1,Rpl12,Rps24,Rps28,Rpl13,Rps19,Eef1b2,Rps7,Rps18,Rpl23,Rps10,Rps15a,Rps29,Rpl39,Rplp2,Rps12,Rps9,Rps16,Rps26,Rpl38,Rpl28,Rpsa,Rpl18a,Rpl32,Rps21,Rpl22l1,Rps3,Rps6,Rpl23a,Rpl5,Rps8,Rps17,Rpl27a,Rplp0,Rpl37,Rps15,Rps2,Rpl3,Rps3a1,Rpl26,Rpl18,Rpl37a,Rpl8,Rpl22,Rps14,Eef1g,Rpl35a,Rpl21,Rpl15,Rps4x,Rps23,Rps13,Rpl30,Rpl9,Rpl4,Rpl34,Rpl31,Rpl6,Rpl13a,Rps25,Rpl14,Rpl19,Eef1a1,Rpl11,Rpl7
CD8 naive	TRUE	1.961172780325928e-61	239	119	71	0.5966386554621849	0.29707112970711297	GO:0005198	GO:MF	structural molecule activity	4972	1350	Rps20,Rplp1,Rpl12,Rps24,Rps28,Rpl13,Rps19,Rps7,Rps18,Rpl23,Rps10,Rps15a,Rps29,Rpl39,Rplp2,Rps12,Rps9,Rps5,Rps16,Rps26,Rpl10a,Rpl38,Rps27a,Rpl28,Rpsa,Rpl18a,Rpl32,Rps21,Rpl22l1,Rps3,Rps6,Rpl23a,Rpl5,Rps8,Rps17,Rpl17,Rpl27a,Rplp0,Rpl37,Rps15,Rps2,Rpl3,Rps3a1,Rpl26,Rpl18,Rpl37a,Rpl8,Rpl22,Rps14,Rpl35a,Rpl21,Rpl15,Rps4x,Rpl36,Rps23,Rps13,Rpl30,Rpl41,Rpl9,Rpl4,Rpl34,Rpl31,Rpl6,Rpl13a,Rps25,Rpl14,Rpl19,Rpl11,Fau,Rpl7,Rpl7a
CD8 naive	TRUE	1.0867803171255421e-52	395	119	77	0.6470588235294118	0.1949367088607595	GO:0006412	GO:BP	translation	4972	2205	Rps20,Rplp1,Rpl12,Rps24,Rps28,Rpl13,Rps19,Eef1b2,Rps7,Rps18,Rpl23,Rps10,Rps15a,Rps29,Rpl39,Rplp2,Rps12,Rps9,Rps5,Rps16,Rps26,Rpl10a,Rpl38,Rps27a,Rpl28,Rpsa,Rpl18a,Rpl32,Rps21,Rpl22l1,Rps3,Rps6,Rpl23a,Rpl5,Rps8,Rps17,Rpl17,Rpl27a,Rplp0,Rpl37,Rps15,Rps2,Rack1,Rpl3,Rps3a1,Rpl26,Rpl18,Rpl37a,Rpl8,Rpl22,Rps14,Npm1,Eef1g,Rpl35a,Rpl21,Rpl15,Rps4x,Rpl36,Rps23,Rps13,Rpl30,Rpl41,Rpl9,Rpl4,Rpl34,Rpl31,Rpl6,Rpl13a,Rps25,Rpl14,Tut4,Rpl19,Eef1a1,Rpl11,Fau,Rpl7,Rpl7a
CD8 naive	TRUE	3.04297660093665e-52	400	119	77	0.6470588235294118	0.1925	GO:0043043	GO:BP	peptide biosynthetic process	4972	10999	Rps20,Rplp1,Rpl12,Rps24,Rps28,Rpl13,Rps19,Eef1b2,Rps7,Rps18,Rpl23,Rps10,Rps15a,Rps29,Rpl39,Rplp2,Rps12,Rps9,Rps5,Rps16,Rps26,Rpl10a,Rpl38,Rps27a,Rpl28,Rpsa,Rpl18a,Rpl32,Rps21,Rpl22l1,Rps3,Rps6,Rpl23a,Rpl5,Rps8,Rps17,Rpl17,Rpl27a,Rplp0,Rpl37,Rps15,Rps2,Rack1,Rpl3,Rps3a1,Rpl26,Rpl18,Rpl37a,Rpl8,Rpl22,Rps14,Npm1,Eef1g,Rpl35a,Rpl21,Rpl15,Rps4x,Rpl36,Rps23,Rps13,Rpl30,Rpl41,Rpl9,Rpl4,Rpl34,Rpl31,Rpl6,Rpl13a,Rps25,Rpl14,Tut4,Rpl19,Eef1a1,Rpl11,Fau,Rpl7,Rpl7a
